survey,siteID,phase,area,sub_phase,palatial,siteUID,surUID,cat_area,centroid_x,centroid_y,rarea,radius,density,catch_area,catch_radius,,,
VRO,PR2E,EMIII-MMIA,1007.79,,prepal,0,VPR2E,100,655956,3886993,100,5.642,0.5,0.3,30.90193616,,,
VRO,PR2E,MMIB-II,1007.79,,proto,0,VPR2E,100,655956,3886993,100,5.642,0.5,0.3,30.90193616,,,
VRO,PR2E,EMI-II,1007.79,,prepal,0,VPR2E,100,655956,3886990,100,5.642,0.5,0.3,30.90193616,,,
VRO,PR3,LMIIIC-GEO,1042.32,LMIIIC-GEO,sub-min,50,VPR3,100,656218,3887163,100,5.642,0.5,0.3,30.90193616,,,
VRO,PS3,EMI-II,2108.99,EMII-III,prepal,108,VPS3,1200,657963,3886180,1200,19.544,6,3.6,107.047447,,,
VRO,PS3,LMIIIA-IIIB,2108.99,LMIIIA-IIIB,postpal,44,VPS3,100,657963,3886181,100,5.642,0.5,0.3,30.90193616,,,
VRO,PS3,EMIII-MMIA,2108.99,EMII-III,prepal,83,VPS3,1200,657963,3886181,1200,19.544,6,3.6,107.047447,,,
VRO,PS3,MMIB-II,2108.99,MMI-II,proto,203,VPS3,1200,657963,3886181,1200,19.544,6,3.6,107.047447,,,
VRO,PS3,MMIII-LMI,2108.99,MMIII-LMIB,neo,157,VPS3,1200,657963,3886181,1200,19.544,6,3.6,107.047447,,,
VRO,PT1,MMIII-LMI,16365.1,MMIII-LMIB,neo,158,VPT1,100,659619,3886705,100,5.642,0.5,0.3,30.90193616,,,
VRO,PT1,EMIII-MMIA,16365.1,EMII-III,prepal,84,VPT1,15000,659619,3886705,15000,69.099,150,90,535.2372348,,,
VRO,PT1,MMIB-II,16365.1,MMI-II,proto,204,VPT1,15000,659619,3886705,15000,69.099,150,90,535.2372348,,,
VRO,PT1,FN,16365.1,FN-EMIIA,prepal,36,VPT1,15000,659619,3886705,15000,69.099,150,90,535.2372348,,,
VRO,PT1,EMI-II,16365.1,FN-EMI/IIA,prepal,75,VPT1,15000,659619,3886700,15000,69.099,150,90,535.2372348,,,
VRO,PT2,MMIB-II,1598.88,MMI-II,proto,205,VPT2,100,659650,3887059,100,5.642,0.5,0.3,30.90193616,,,
VRO,PT2,MMIII-LMI,1598.88,MMIII-LMIB,neo,159,VPT2,900,659650,3887059,900,16.926,4.5,2.7,92.70580849,,,
VRO,PT2,LMIIIA-IIIB,1598.88,LMIIIA-IIIB,postpal,45,VPT2,900,659650,3887059,900,16.926,4.5,2.7,92.70580849,,,
VRO,PT4,MMIII-LMI,1177.39,MMIII-LMIB,neo,160,VPT4,100,660288,3886718,100,5.642,0.5,0.3,30.90193616,,,
VRO,PT4,MMIB-II,1177.39,MMI-II,proto,206,VPT4,400,660288,3886718,400,11.284,2,1.2,61.80387232,,,
VRO,PV1,EMI-II,17254.4,EMII-III,prepal,109,VPV1,100,659967,3885860,100,5.642,0.5,0.3,30.90193616,,,
VRO,PV1,EMIII-MMIA,17254.4,EMII-III,prepal,85,VPV1,100,659967,3885864,100,5.642,0.5,0.3,30.90193616,,,
VRO,PV1,LMIIIC-GEO,17254.4,LMIIIC-GEO,sub-min,51,VPV1,100,659967,3885864,100,5.642,0.5,0.3,30.90193616,,,
VRO,PV1,LMIIIA-IIIB,17254.4,LMIIIA-IIIB,postpal,46,VPV1,400,659967,3885864,400,11.284,2,1.2,61.80387232,,,
VRO,PV1,HEL-RMN,17254.4,ROMAN,greco-rmn,106,VPV1,10000,659967,3885864,10000,56.419,100,60,437.0193722,,,
VRO,PV1,MMIB-II,17254.4,MMI-II,proto,207,VPV1,13000,659967,3885864,13000,64.328,130,78,498.2787485,,,
VRO,PV1,MMIII-LMI,17254.4,MMIII-LMIB,neo,161,VPV1,13000,659967,3885864,13000,64.328,130,78,498.2787485,,,
VRO,PV3,HEL-RMN,5155.67,ROMAN,greco-rmn,107,VPV3,100,660216,3885933,100,5.642,0.5,0.3,30.90193616,,,
VRO,PV3,MMIB-II,5155.67,MMI-II,proto,208,VPV3,3600,660216,3885933,3600,33.851,36,21.6,262.2116233,,,
VRO,SK1,ORIENT-ARCH,19750.1,ORIENT-ECLA,greek,35,VSK1,27500,658037,3883344,27500,93.56,412.5,247.5,887.5905409,,,
VRO,SK10,ORIENT-ARCH,6038.14,ORIENT-ECLA,greek,40,VSK10,8800,659528,3883262,8800,52.926,88,52.8,409.9605102,,,
VRO,SK11,ORIENT-ARCH,36255.1,ORIENT-ECLA,greek,41,VSK11,40000,657598,3883412,40000,112.838,800,480,1236.077446,,,
VRO,SK2,ORIENT-ARCH,11899.2,ORIENT-ECLA,greek,36,VSK2,15000,657461,3883910,15000,69.099,150,90,535.2372348,,,
VRO,SK3,HEL-RMN,3108.06,ROMAN,greco-rmn,108,VSK3,100,656848,3884111,100,5.642,0.5,0.3,30.90193616,,,
VRO,SK4,MMIB-II,1969.53,MMI-II,proto,209,VSK4,400,657554,3884165,400,11.284,2,1.2,61.80387232,,,
VRO,SK5,MMIII-LMI,9660.66,MMIII-LMIB,neo,162,VSK5,4900,657459,3884363,4900,39.493,49,29.4,305.9135606,,,
VRO,SK5,ORIENT-ARCH,9660.66,ORIENT-ECLA,greek,37,VSK5,4900,657459,3884363,4900,39.493,49,29.4,305.9135606,,,
VRO,SK5,HEL-RMN,9660.66,ROMAN,greco-rmn,109,VSK5,4900,657459,3884363,4900,39.493,49,29.4,305.9135606,,,
VRO,SK6,ORIENT-ARCH,13390.3,ORIENT-ECLA,greek,38,VSK6,15000,658712,3883056,15000,69.099,150,90,535.2372348,,,
VRO,SK7,HEL-RMN,8042.83,ROMAN,greco-rmn,110,VSK7,9500,659201,3883138,9500,54.99,95,57,425.9537946,,,
VRO,SK8,FN,1861.44,FN-EMIIA,prepal,37,VSK8,1300,659479,3882837,1300,20.342,6.5,3.9,111.4185153,,,
VRO,SK8,EMI-II,1861.44,FN-EMI/IIA,prepal,76,VSK8,1300,659479,3882840,1300,20.342,6.5,3.9,111.4185153,,,
VRO,SK8,EMIII-MMIA,1861.44,EMII-III,prepal,86,VSK8,1300,659479,3882837,1300,20.342,6.5,3.9,111.4185153,,,
VRO,SK8,MMIB-II,1861.44,MMI-II,proto,210,VSK8,1300,659479,3882837,1300,20.342,6.5,3.9,111.4185153,,,
VRO,SK9,EMIII-MMIA,2778.79,EMII-III,prepal,87,VSK9,8800,659431,3883261,8800,52.926,88,52.8,409.9605102,,,
VRO,SK9,MMIB-II,2778.79,MMI-II,proto,211,VSK9,8800,659431,3883261,8800,52.926,88,52.8,409.9605102,,,
VRO,SK9,ORIENT-ARCH,2778.79,ORIENT-ECLA,greek,39,VSK9,8800,659431,3883261,8800,52.926,88,52.8,409.9605102,,,
VRO,SK9,EMI-II,2778.79,EMII-III,prepal,110,VSK9,8800,659431,3883260,8800,52.926,88,52.8,409.9605102,,,
VRO,SO3,MMIII-LMI,1447.63,MMIII-LMIB,neo,163,VSO3,100,660751,3885439,100,5.642,0.5,0.3,30.90193616,,,
VRO,SP1A,HEL-RMN,13539.5,ROMAN,greco-rmn,111,VSP1A,2500,655268,3886866,2500,28.209,25,15,218.5096861,,,
VRO,SP1A,MMIB-II,13539.5,MMI-II,proto,212,VSP1A,7300,655268,3886866,7300,48.204,73,43.8,373.3895153,,,
VRO,SP1A,MMIII-LMI,13539.5,MMIII-LMIB,neo,164,VSP1A,7300,655268,3886866,7300,48.204,73,43.8,373.3895153,,,
VRO,SP1A,EMIII-MMIA,13539.5,EMII-III,prepal,88,VSP1A,9800,655268,3886866,9800,55.852,98,58.8,432.6271063,,,
VRO,SP1A,EMI-II,13539.5,EMII-III,prepal,111,VSP1A,9800,655268,3886870,9800,55.852,98,58.8,432.6271063,,,
VRO,SP1B,HEL-RMN,6182.72,ROMAN,greco-rmn,112,VSP1B,8000,655204,3886685,8000,50.463,80,48,390.8820095,,,
VRO,SP2,MMIB-II,3208.82,MMI-II,proto,213,VSP2,100,655187,3886447,100,5.642,0.5,0.3,30.90193616,,,
VRO,SP2,LMIIIA-IIIB,3208.82,LMIIIA-IIIB,postpal,47,VSP2,100,655187,3886447,100,5.642,0.5,0.3,30.90193616,,,
VRO,SP2,MMIII-LMI,3208.82,MMIII-LMIB,neo,165,VSP2,1500,655187,3886447,1500,21.851,7.5,4.5,119.6826841,,,
VRO,SP3,MMIB-II,1837.27,MMI-II,proto,214,VSP3,400,655080,3886403,400,11.284,2,1.2,61.80387232,,,
VRO,SP3,HEL-RMN,1837.27,ROMAN,greco-rmn,113,VSP3,400,655080,3886403,400,11.284,2,1.2,61.80387232,,,
VRO,TM10,FN,3382.83,FN/EMI,prepal,46,VTM10,100,660282,3884013,100,5.642,0.5,0.3,30.90193616,,,
VRO,TM10,EMI-II,3382.83,FN-EMI/IIA,prepal,85,VTM10,100,660282,3884010,100,5.642,0.5,0.3,30.90193616,,,
VRO,TM10,EMIII-MMIA,3382.83,EMII-III,prepal,89,VTM10,100,660282,3884013,100,5.642,0.5,0.3,30.90193616,,,
VRO,TM10,MMIB-II,3382.83,MMI-II,proto,221,VTM10,3000,660282,3884013,3000,30.902,30,18,239.3653682,,,
VRO,TM10,ORIENT-ARCH,3382.83,ORIENT-ECLA,greek,42,VTM10,3000,660282,3884013,3000,30.902,30,18,239.3653682,,,
VRO,TM11,ORIENT-ARCH,872.295,ORIENT-ECLA,greek,43,VTM11,600,660280,3884170,600,13.82,3,1.8,75.69397566,,,
VRO,TM1A,MMIB-II,13551.4,MMI-II,proto,215,VTM1A,10000,659248,3884392,10000,56.419,100,60,437.0193722,,,
VRO,TM1A,MMIII-LMI,13551.4,MMIII-LMIB,neo,166,VTM1A,10000,659248,3884392,10000,56.419,100,60,437.0193722,,,
VRO,TM1B,HEL-RMN,841.285,,greco-rmn,0,VTM1B,100,659436,3884388,100,5.642,0.5,0.3,30.90193616,,,
VRO,TM2,MMIB-II,14978.4,MMI-II,proto,216,VTM2,13000,658870,3884381,13000,64.328,130,78,498.2787485,,,
VRO,TM2,MMIII-LMI,14978.4,MMIII-LMIB,neo,167,VTM2,13000,658870,3884381,13000,64.328,130,78,498.2787485,,,
VRO,TM2,HEL-RMN,14978.4,ROMAN,greco-rmn,117,VTM2,13000,658870,3884381,13000,64.328,130,78,498.2787485,,,
VRO,TM3,HEL-RMN,9458.94,ROMAN,greco-rmn,118,VTM3,100,658603,3884483,100,5.642,0.5,0.3,30.90193616,,,
VRO,TM3,MMIB-II,9458.94,MMI-II,proto,217,VTM3,10000,658603,3884483,10000,56.419,100,60,437.0193722,,,
VRO,TM4,MMIB-II,6079.97,MMI-II,proto,218,VTM4,8000,659624,3884343,8000,50.463,80,48,390.8820095,,,
VRO,TM4,HEL-RMN,6079.97,ROMAN,greco-rmn,119,VTM4,8000,659624,3884343,8000,50.463,80,48,390.8820095,,,
VRO,TM7,MMIB-II,24760.5,MMI-II,proto,219,VTM7,5600,659740,3884665,5600,42.22,56,33.6,327.0353525,,,
VRO,TM8,MMIB-II,696.518,MMI-II,proto,220,VTM8,100,658281,3884290,100,5.642,0.5,0.3,30.90193616,,,
VRO,TS1,MMIB-II,1957.7,MMI-II,proto,222,VTS1,400,656862,3885024,400,11.284,2,1.2,61.80387232,,,
VRO,TS3,MMIB-II,1259.59,MMI-II,proto,223,VTS3,600,656904,3884663,600,13.82,3,1.8,75.69397566,,,
VRO,VK1,FN,24923.2,FN/EMI,prepal,47,VVK1,100,658818,3887482,100,5.642,0.5,0.3,30.90193616,,,
VRO,VK1,EMI-II,24923.2,FN-EMI/IIA,prepal,86,VVK1,100,658818,3887480,100,5.642,0.5,0.3,30.90193616,,,
VRO,VK1,LMIIIA-IIIB,24923.2,LMIIIA-IIIB,postpal,48,VVK1,100,658818,3887482,100,5.642,0.5,0.3,30.90193616,,,
VRO,VK1,MMIB-II,24923.2,MMI-II,proto,224,VVK1,5600,658818,3887482,5600,42.22,56,33.6,327.0353525,,,
VRO,VK1,MMIII-LMI,24923.2,MMIII-LMIB,neo,168,VVK1,5600,658818,3887482,5600,42.22,56,33.6,327.0353525,,,
VRO,VK1,LMIIIC-GEO,24923.2,LMIIIC-GEO,sub-min,52,VVK1,37500,658818,3887482,37500,109.255,562.5,337.5,1036.482448,,,
VRO,VK10,LMIIIC-GEO,1558.74,LMIIIC-GEO,sub-min,58,VVK10,600,658552,3886929,600,13.82,3,1.8,75.69397566,,,
VRO,VK11,LMIIIC-GEO,1222.01,LMIIIC-GEO,sub-min,0,VVK11,100,658625,3887247,100,5.642,0.5,0.3,30.90193616,,,
VRO,VK12,MMIB-II,1134.32,MMI-II,proto,228,VVK12,300,658499,3886459,300,9.772,1.5,0.9,53.52372348,,,
VRO,VK12,LMIIIC-GEO,1134.32,LMIIIC-GEO,sub-min,60,VVK12,300,658499,3886459,300,9.772,1.5,0.9,53.52372348,,,
VRO,VK14,LMIIIC-GEO,1568.94,LMIIIC-GEO,sub-min,61,VVK14,400,658650,3887133,400,11.284,2,1.2,61.80387232,,,
VRO,VK15,LMIIIC-GEO,550.675,LMIIIC-GEO,sub-min,62,VVK15,100,658387,3886666,100,5.642,0.5,0.3,30.90193616,,,
VRO,VK2,LMIIIC-GEO,3085.1,LMIIIC-GEO,sub-min,53,VVK2,3800,658738,3887278,3800,34.779,38,22.8,269.3968338,,,
VRO,VK3,MMIB-II,4054.17,MMI-II,proto,225,VVK3,4200,658499,3886669,4200,36.564,42,25.2,283.2209232,,,
VRO,VK3,LMIIIC-GEO,4054.17,LMIIIC-GEO,sub-min,54,VVK3,4200,658499,3886669,4200,36.564,42,25.2,283.2209232,,,
VRO,VK4,LMIIIC-GEO,1183.33,LMIIIC-GEO,sub-min,55,VVK4,400,658679,3886723,400,11.284,2,1.2,61.80387232,,,
VRO,VK5,MMIII-LMI,3924.12,MMIII-LMIB,neo,169,VVK5,3000,658438,3886607,3000,30.902,30,18,239.3653682,,,
VRO,VK5,LMIIIA-IIIB,3924.12,LMIIIA-IIIB,postpal,49,VVK5,3000,658438,3886607,3000,30.902,30,18,239.3653682,,,
VRO,VK5,LMIIIC-GEO,3924.12,LMIIIC-GEO,sub-min,56,VVK5,3000,658438,3886607,3000,30.902,30,18,239.3653682,,,
VRO,VK6/8,MMIII-LMI,20477.5,MMIII-LMIB,neo,170,VVK6/8,100,658786,3886433,100,5.642,0.5,0.3,30.90193616,,,
VRO,VK6/8,MMIB-II,20477.5,MMI-II,proto,226,VVK6/8,21000,658786,3886433,21000,81.759,315,189,775.6324419,,,
VRO,VK7,EMI-II,7279.98,,prepal,0,VVK7,100,658961,3886540,100,5.642,0.5,0.3,30.90193616,,,
VRO,VK7,EMIII-MMIA,7279.98,EMII-III,prepal,90,VVK7,9000,658961,3886544,9000,53.524,90,54,414.5929794,,,
VRO,VK7,MMIB-II,7279.98,MMI-II,proto,227,VVK7,9000,658961,3886544,9000,53.524,90,54,414.5929794,,,
VRO,VK9,LMIIIC-GEO,494.333,LMIIIC-GEO,sub-min,57,VVK9,100,658508,3887057,100,5.642,0.5,0.3,30.90193616,,,
VRO,VN1,EMIII-MMIA,13015.2,EMII-III,prepal,91,VVN1,100,660460,3888556,100,5.642,0.5,0.3,30.90193616,,,
VRO,VN1,FN,13015.2,FN-EMIIA,prepal,38,VVN1,3800,660460,3888556,3800,34.779,38,22.8,269.3968338,,,
VRO,VN1,EMI-II,13015.2,FN-EMI/IIA,prepal,77,VVN1,3800,660460,3888560,3800,34.779,38,22.8,269.3968338,,,
VRO,VN1,HEL-RMN,13015.2,ROMAN,greco-rmn,122,VVN1,5000,660460,3888556,5000,39.894,50,30,309.0193616,,,
VRO,VN2,MMIB-II,8025.72,MMI-II,proto,229,VVN2,100,660096,3888460,100,5.642,0.5,0.3,30.90193616,,,
VRO,VN2,EMIII-MMIA,8025.72,EMII-III,prepal,92,VVN2,3000,660096,3888460,3000,30.902,30,18,239.3653682,,,
VRO,VN2,FN,8025.72,FN-EMIIA,prepal,39,VVN2,3000,660096,3888460,3000,30.902,30,18,239.3653682,,,
VRO,VN2,EMI-II,8025.72,FN-EMI/IIA,prepal,78,VVN2,3000,660096,3888460,3000,30.902,30,18,239.3653682,,,
VRO,VN3,HEL-RMN,1236.06,ROMAN,greco-rmn,123,VVN3,100,660178,3888329,100,5.642,0.5,0.3,30.90193616,,,
VRO,X17,HEL-RMN,329.061,ROMAN,greco-rmn,124,VX17,100,659128,3883666,100,5.642,0.5,0.3,30.90193616,,,
